Id,tweet,class
,ني على نفسك بكثرة السجود تشعر بالتحدي بينك وبين نفسك ولنا أ,pos
,تر حاجة مخليانا مش مرتاحين في حياتنا اننا بنبين حاجة و جوانا حاجة تانيه خا,neg
,ا شاهين ,neu
,ل المصريين في ليبيا ماهوا الا تصفيه حساب وانتقام من مصر البلد الزي لم يقدر الارهاب بلعبس ب,neu
,حياتي وتقديري علي ,pos
,رع سيارة كهربائية عام عنوان التمي,neu
,لا بقي ولعووها يا فولور,pos
,تراف القياده بكل معانيه شاهد هذا الفيديو وسترا,neu
,ا ياعم دة يحطلى سم فى الاكل مش ناقصه هى والنب,neg
, يتبقى شيئا بع,neu
, وليه عيب يا ولي,neg
,كثر من مهاجر يعبرون الأسلاك الشائكة إلى جيب مليلية الإسب,neu
,ابگ هو الشيء الوحيد الذي لم أستطع تجآوزه حتى الآ,neu
,,pos
,نا مبسوطه في تط,pos
,ا النهارده أكلت كفته وشاورمه وبطاطس وفطير بالسدق وبيتزا وشربت بيبسي وسبريت و مرات نسكافيه وشوب عصير قصب وكان نفسي ف كريب بس محصلش نص,neu
,علش بقي مجتمع معا,neg
,س سع,pos
, بحب ال خالص مش عارفة ليه و بسبب كده ممكن فى يقتل,neg
,اع دى بيشتغل ازاى انا بش فاهم حا,neg
,ه لا مفيش داعي لاعتذارات ولا ندمات يا أفند,pos
,ما بلغت بك احزان وتعددت في قلبك الهموم تذكر فقط آن الحياه لحظه لا تقاس سعادتها إلا بذكر الله واقتراب من,neu
,لعفو ولا شكر ولا حاجة دي حاجة بسي,pos
,اني احبك عاد قلبي الي الركض في الغابات مغنيا ولاهثا كغزال صغير م,neu
,ه تلمح على واحد من بعيد وتشتم فيه ما تعملوا منشن وعرفه يمكن يغير من نفسو بدل ما تتريق عل,neg
,انتي طيبة دا في حاجات كتير اتحققت من الدعاء بحمد ربنا يالميس لتحقيق دعائي لمصر ولكل الا,pos
,لا لاعب لعب الماتشات ال اللاعبين كلهم تغيبوا فى بعض ال,neu
,ا نزلت اجيب قلم روترنج من منطقتنا لقيته ب جنيه لييه بصوت احمد شوب,neg
,يا جارحة و متعبة و ناس بتذاكر متعذ,neg
,ول الخليج بتتالق فى الكورة واحنا لسة مفيش جمهور احا ياب,neg
, تيديش حد اكبر من حجمه و ترجع تز,neu
,ة حلوه عليكم كل عام وانتم بالف خي,pos
,خلنيش في ام تفاصيل يا مد,neg
,عت الشتوي,neu
, نحبه ميحبنااش واللي يحبناا منحبو,neu
,اراة القادمة الليغا الاحد يناير فالنسيا ريال مدريد مساء بتوقيت مكة هلا مدري,neu
,را يا الله لانك تقبلني بكل سوئي وزلاتي و تقصيري لانك تعدرني و دائما تعطيني لانك ربي الرحمن الرحي,pos
,ل تيارات الاسلام السياسى لم تقاتل اى استعمار اوربى للعالم الاسلامى ولا حتى اسرائيل حاليا لم تقاتل الا بنى دينها وبنى عرو,neu
,بعا مهم يارب تكمل على خ,pos
,لمؤبد ل من كوادر الإخوان بتهمة حرق قسم القرين ,neu
,ا مش هاوي عذ,neu
,بعة اصفار في الساعة وبداية يوم جديد في حياة منتهي,neu
,مع دقات ساعة حائط منزلنا ببداية اخر يوم في السنة انا رسميا بقيت رشيد عديت سن الرشد اخير,neu
,اذا كنت راجل ما تزعل الا من را,neu
,لأسف أنا لا أملك نوعية الأصدقاء المهتمين بسماع مشاكل الغير فقط الجأ الي الله في كل صلاة و أكتفي بالدع,neu
, ي ,neg
,خ كسمين ام اسى ميلن فرقه خ,neg
,تنى حاجه تفرحن,neu
,يال متعرفش مصلحت,neg
,زير الشباب اقترح الاستعانة بالأولتراس لافتتا,neu
,هر مؤمن رابع بيشيش فى احدى كافيهات الم,neu
, الحسن قال سمعت أبا هريرة يقول قال رسول الله صلي الله عليه و سلم من قرأ يس في ليلة أصبح مغفورا ل,neu
,ريكا داخله مجلس الأمن عشان تعمل الفيت,neu
,لملافظ سعد يا منونة استهدي بالله يخربيت,neg
,ا تكون بتتكلم مع حد و يرود عليك متأخر اعرف ان فيه ناس تانية اهم م,neu
,نت خالي واختي هما صندوق اسرا,neu
, الله يحكم ما يريد المائ,neu
, تجوم تطمن على في ان شاء الل,neu
, قشع,neu
,س الفيلم بيتع,neu
,ا هنام بدري انهارده عشان موريش حاجة بكره و انام كتير بقى ما انا كده كده هس,neg
,يم كائنات نكدية بالفطرة وبيجيبوا الغم لن,neg
,لحمدلله على كل حال وربنا يصبرنى على اليومين الجايين دول دع,pos
,جى اركب عليكى من ورا و احطه جواكى يا شرمو,neg
, هومالك الضر والنفع وأنه المتصرف في خلقه بما يشاء لا معقب لحكمه ولا راد لقضائه سبحانه لا اله الا ه,neu
, رب اشفى كل مريض قولو ,neu
,ل عام وانتي الي الله اقر,pos
,ذي حقول نفط ليبيا تحت,neu
,د حالته صعبه الحقوه يخ,neg
,فال ليهم الحق ف رأيهم السياسي أصل لما طفل يبقى صاحبه معتقل او شهيد اكيد مش هيسك,neu
,ر ليآلى ديسمب,neu
,تصار الحياة بحديث قدس,neu
,ر للبروجرس إلي وصلتله بالنسبة للوقت إلي قعدته نقدر نستنتج بسهولة إني ممكن حتى لو طبقت مالحقش أخ,neu
,عر بأسي لتواجد خارج بلادي هذه المدة ظروف السفر حالت بيني وبينكم كم اشتاق لكم وكم اشتاق لكل,neu
,سنا طلب من وزيرالشباب تنفيذ دخلة الاولتراس فى احتفالات افتتاح القناة لاعجابة بها دماغ برضةيحتويهم ويحول سلبياتهم لايجاب,pos
,لت ,neu
,عالى اقعدى على زوبرى كله ف طيزك يا منيو,neg
,انت طيب سامي وبالخير عل,pos
,م خسر الإنتر امام باريس و فاز ال الكبير علي الصغير بي ,neu
,جة حلوة لما تلاقي حد عارف أنت بتحب أيه و مبتحبش أ,pos
, يمسي خاطرك بالسعاده يامسعد قلبي بحلو السواليف يامن على قلبي خذيت السياده الحظ جابك بالمحبه على الك,pos
,ييب على كل عربي انو اسرائيل قبلنا مش عالفلسطينية بس يا فه,neg
,ل عام وانت بالف خير ينعاد عليك و ع فلسطين وع كل البلدان بالخير والمحبة والسلا,pos
,س دا ميمنعش إنى بعشق ال فى اسكندر,pos
, اغرب مقتطفات انى محستش بالسقعة ابدا ومش تقلت فى الهدوم نهائى ولا جالى بر,neu
,ش عندك امتحان بكرة اقفلي و ذكري ي,neu
,اد اللي بندرسها في الكلية تنفع شتيمة يعني أقول لواحد بس يلا يا بتاع البرولوج بس يلا يا بتاع البراليل سيستم والذكاء الإصطناعي والخرة ,neg
,رب تتحقق أماني كل الامه العربية والإسلامي,pos
,ى سبيل الصياعة انا نزلت اقعد مع اصحابى فى روحت البيت ف,neu
,ا شارب انهاردة ليتر ميرندا تفااح طبعا غير الاكل اللى واكله فانا بقيت عامل زى البلونة كده بظ,neu
,ن نفسي تبقي بداية حلوة بس ايه ب,neg
,تغفر الله و اتوب إل,neu
,ل حاجه احطها فى بوقي فى السنه الجديده اكتر حاجتين بحبهم سجاير و جبن,neu
,بنا يصلحلك امورك ويبعد عنك الشر يا عم انت يا عم ,pos
,ل سنه و انتى طيو,pos
,بنا ميرحمنيش من صحابى و اه,pos
,ل تغريده في عا,neu
,ديو يخليك تبتسم فعلا والل,pos
,بيب,pos
, شوف دموعى الى انت السبب فيها دلوق,neg
,ل سنة و انتى طيبة يا اي,pos
,شان هيك قررت فرجيك اني بحبك أحلى من الحك,pos
,ش هتعرف تتعامل مع الوسخ غير لما تبقي اوسخ ف التعامل من,neg
,س مجرد مفتكرها بكون سعي,pos
,نا عندي دلائل أخي لا أتكلم من الفر,neu
,ت اقول ان ما عندي شي يذكر ف سنة لكنها عرفتني و جمعتني بناس اسأل الله ان يجمعني بهم العمر كل,pos
,ف تحتفلون بأعياد النصاري و أمتكم مهتوك عرضها في كل مكا,neg
,اب يا دنيا خراب يا دماغ,neg
,ل عام وانت ومن تحبين والمصريين والناس كلهاا بالف خيرسنه سعيده للجم,pos
,د عمره ما كان سفر لمكان بعيد و القرب عمره ما كان فى ناس موجودة جمب,neu
,م أرزقني نعمه يعجز عنها شك,pos
,ك الله اس,pos
, عامل الناس على لون اوجنس اوعرق بدلت حسناته بسيئات وذهبت اعماله لغير ال,neu
,هلا بك محمد باشا الجلاء منور يا الغا,pos
, زمن بالقصص المنسية او بالاحلام الوردي,neu
,لصور كلها لجمهور شريهان ومش من حق اى حد يتكلم عن الحقوق لان شريهان هى اللى عملتها مش ,neu
,عبان عبدالرحيم لو المصري طلبني هتطوع ومحبش حد يزعل بلد,neu
,كس لادارة الفنادق عموم التوريدات تطلب انسات علاقات عامة للعمل بالغردقة وشرم الشيخ مرتبا,neu
,باحك ود وصف,pos
,ا ساعات مش بكتب اسمى اصلا ولا اى اسم علشان اى حد ي,neu
,ربنا كده كتي,neg
,قعاتي لهذا العام أمنياتي ستكون أكثر احتراف,pos
,شهد ان لااله الا ال,neu
,ل سنه وأنتم بخير وسعاده ,pos
,ية طب فين هي ابكي يا قلبي علي الحنية هي الدنيا جرا فيها ايه حتي الناس صبحت مش ,neu
,م اعنى على ذكرك وشكرك وحسن عباد,neu
, الناس الأعرفهم بفكر فيهم بل,neu
,تت بمحراب عينيكى ابت,neu
, سنه وانتوا طيبين وان شاء الله تكون س,pos
,ا مكانى مش فى م,neu
, حياتي هي حياتي ولا قلبي اصبح ق,neu
,لهم صل وسلم علۓ سيدنآ محم,neu
,هذا يكف,pos
,مين يارب تكون دعوه مستجابه مع بداية عام جد,pos
, الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم الحش,neu
,ن يحرث مابع,neu
,حلام تحطمت وقلوب انجرحت وانكسرت وخيبات أمل وآمال وجرح ادمى ولم يش,neu
,سه فاضلى جزء فى الحث و بعدين هدخل على الكلاسيكية عشان بناخد حصة شرح و حصة مسائ,neu
,اح الفلصباح الابتسامهاجعلها سنة بتضحك يا كري,pos
,دعولي بالشفاء جزاكم الله خ,pos
,ابى بيرث دااى سنة سعيدة ,pos
,ن شاء الله النصر من عند الله والظلم مهما طاال لابد من حلول العدل وأنتصار العدل والحق في النهاية هي دي قاعده المس,pos
, سلام علي الدنيا وحلوتها في عين العش,pos
, يعجبك يعجبنا ياافن,pos
,ه روو,pos
,نيب من يتبع ركاب المقفين حتى ولو ادفع ثمنها حياتي من صد عني ماسألته على وين ابقى عزيز وعز نفسي غناتي راقت ,neu
,اارب أنصر كل مظل,pos
,ه تسكتى زمناتكلمى ليه تدفعى وحدك التمناتكل,neu
,,pos
,حاب مين بس هه مينا عطا ده رائع بس خفة دم سراج تعمل شغل جا,pos
,رجع تانى وأقولك الله يخلي,pos
, جآء و كل الشكر و تقدير لرجال كهربآء وحق ربي انكم رجاله و بارك الله فيكم و اجركم حاصل ان شاءلله شك,pos
, القعدة مع الصحاب بالد,pos
,نا يكون فى عون الناس بتاعت ر,neu
, يحبك لا يؤذيك لا يهملك ولا يجرحك ب فعل أو كل,neu
,ني تهدي للبر أشد للغريق تشد,neu
,ن الله غفورا رح,neu
,ه ك,pos
,ه ناس مجرد ما بنشوف الفرح فى عيونهم بننسى الدنيا وما ,pos
,اف من مسلسل ريا وسكينة ده مر,neg
,مقراطية هي حكم اللي يغلب من ولاد الك,neg
,و شافوا الهلع والرعب ف العيون وع الوجوه والجري والصرخات رجاله وشباب وستات في قلب مصر الجديدة ليلتها كانوا طالبوا باعدام المج,neg
,غم انفجار قنبلة سكان الهرم يحتفلون ف,neu
, سرراج بجد فصلنى ضحك يخربيت,pos
,م في هذه الليلة المباركه يسر لنا أمورنا واحفظ بلادنا واجعل من عبادك الصالحين الشا,pos
,صعب احساس في ال,neg
,وساخ والله انا كنت ج,neg
,نشكر ربنا على الحاجات الصغيرة الي بعتهالنا في وقته,pos
, كمياا اتلمى بقا,neg
,بى الله ونعم الوكيل فى البلد الوسخة دى وفى اللى ماسكينها وعمرها ما هتنضف ابدا اطهر ما فيكى بيم,neg
,شارك في مبادرة ارسم مستقبل,pos
,ة مبلشة ثقيلة البدوي أشرفي,neg
,ون تحكي ما لا يق,neu
, انت الحلم اللى نفسي يكمل و يبقى حقيق,pos
,م شكرا روح لامك سنه كانت مفكرا نفسه,neg
,لبت لونها حلو او,pos
,ين بتفوت وانا واقف مكا,neg
,ا تطفئ النار بالن,neu
,ف من الترند اننا نعرف الناس اللي متعرفش مينا هو مين وننشر حساباتو يلا نعمل كدة مش نعمل تويت كلام بس بليز مينا ع,neu
,لا الأمل في الغد لما عاش المظلوم حتى الي,pos
,امل من سيادتكم رعايه المتسابق هيثم العبدالله مبدع وحافظ لكتاب الله جزيتم خير,neu
, اللبيب من الإشارة يفه,neu
, أين لك كل هذا البر,neg
,ة بالله أزكى أمل والتوكل عليه أوفى ع,pos
,ني ستظل أنت عشقي الأول اللهم اجعل اجازتي سالمة في م,pos
,ت السما فوقك تخيل مداها بنجومها بأجرامها باللي فيها واللي خلقها من عدم واحتواها اني احبك حب غطى ع,pos
,لديانة الطاهرة النقية عند الله الآب هي هذه افتقاد اليتامى والارامل في ضيقتهم وحفظ الانسان نفسه بلا دنس من العا,neu
,م ابطل اثرعين حاسدة اصابت قلبافاحزنته واصابت زوجين ففرقتهماواصابت ولدا فافسدته واصابت جسدا امرضته واصابت جمالا فشوهته انك علي كل شئ قد,pos
,دو لن أدرب الزمالك هذا الموسم تحت أي ظر,neu
,لعونها سذا,neg
,لف مبرووك لجمهورالعررين وفريق دعم العرين باقي لنا جلمود صخر والدعم باذن الله نجيبه,pos
,دش حاسس بحد كله بيقول يلا نف,neg
,فيش ارجل منك يا اخويا ربنا يخلينا لبعض و يخلينا دايما مع بعض على المره قبل الحل,pos
,فت اللي فيها عنيه بآن عاليها إنو يا قلبي ما حبنيش حجات عشنا فيها وعشمنا بيها وأخرتها ايه طلعت مفي,neg
,هو يبحث عن الحب بالفطرة ما الامتنان لسه بقول ليك الامتنان هو الوعي المرتبط بالمادة والقواعد علی حد قو,neu
,رقون رغيفك ثم يعطوك منه كسرة يا لوقاحتهم ويا لهطل أم,neg
,ة فيديو ياسمين كانت بتعملو لمعايدتكو اسمعوة يل,pos
,ا ديني دي كانت ايام سوود,neg
,حمه الله عليهم ويدخلهم فسيح جناته يا ارحم الر,pos
,دة ما بتنفهم ولا بندرس لليش هي,neg
,ااو تحفة فيديو فانزك بيعيدك يا دعا,pos
,ل سنة و انت سالم ظوظو بيك و ينعاد عليك بص,pos
,دلله انا بطلت اسب ا,pos
,ستنين نسمع رنا ومبسوطين انها بتشتغل مع منتج محترم زى حضرتك وان شاء الله السونج والكليب يكسر ال,pos
,كن الآن في المسيح يسوع انتم الذين كنتم قبلا بعيدين صرتم قريبين بدم المسي,neu
,ي فترة كبيرة مش بتويت والله يا جدعان استحملوني شو,neu
,حضرتك طيب وبألف خير استاذ خيرى امتعتنا بحلقة اسعاد يونس كانت اكثر من رائ,pos
,ره فريد الأطرش لإن الحياة حلوة بس نف,neg
,نا خدت بالي بس هي حلوة فعلا بس انا مش ميال ليها انا اصلا بحب المانفسيتو اوي و اقوي من ويسترن يونيون بس انا بحب ويسترن اك,pos
,ارب ارحمني واغفرلي كثرة ذنو,pos
,لي بحكيلي الحياة حلوة سأقتله لأريه ان الموت اح,neg
,ل أبو الحسن المزين الذنب بعد الذنب عقوبة الذنب والحسنة بعد الحسنة ثواب الحسن,neu
, فيلم المغسلة اشهر فيلم في مصر احا,neg
,خبار الناس عسا اموركم تمام ما اقصد اكلمك حشا بس كل ما في الامر حبيت اتطمن عليك في امان ال,pos
,نا جيل المبضونين يا جماعه وال,neg
,فلة افتتاح الفلم القرمى ما حد راح خا,neu
,مل ما فينا ان محمد نبينا ,pos
,ليش نسأل فيكن معناها ي بص,neg
,عم الفائدة للناس وللاطلاع على انواع السحروعلاماتها وكيفية علاجهاوكيفية التحصين من الاصابات بالحسد والسحر وكافة انواع التسل,neu
,ايفها نفسها فين بعد سنه و بالنسبه للنجوم مصر غناء وتمثيل تحب تتعامل مع مين هل ممكن تغنى لمصر فبد,neu
,اريت كلنا نهتم نرتوت للمنتج ميدو عن أى تويت تخص رنا بلي,neu
, واحد ايمان واحد معمودية واحد,neu
,كندرية و البحر و الدفي و كف,pos
,غول بك سيصنع وقتا من أجلك والمشغول عنك سيستغل أي حدث لينصرف عن,neu
,ثت الله عنك كثير,pos
,يله شتاء بجانبك هذا ما أحلم بيه الا,pos
,تبار طبي لعبد الفضيل غدا لتحديد موقفه من المشاركة امام الجونة السبت المقب,neu
,ا لو مكان الدنيا أتقرف فشخ أحط على أحمد شي,neg
,لقرأنيه واضحه وخاصه في قوله وهو على جمعهم اذا شاء قدير اي وجود حياه اخ,neu
,عايش بوجهين ديرله بلوك ,neg
,تمام حلو والله حتى لو بسيط أو,pos
,وف بقا وانتى حلوة ف,pos
,م حاجة تكون الانسان اللى بتحبه محافظ عل,pos
,فيديو يهين تسلم الأيادي في رأس السنة شاهد الفيديو عبر الراب,neu
,ا حبيبتى يا توتا طيب عاوزه حاجه بقى انا عندى مشوار هه شيرين يحي,neu
,ذا المشهد بسم الله الرحمن الرحيم وأشرقت الأرض بنور ربها ووضع الكتاب وجيء بالنبيين والشهداء وقضي بينهم بالحق وهم لا يظلمون الز,neu
,صور اللبنانية تظهر بفستان غريب في حفل شاهد الصور عبر الراب,neu
,م اني بحاجة لحياه تخلو من غضبك مليئه برضاك ورحمتك ربي إن كان هناك ذنب يحول بيني وبين رضاك فاغفره لي يا ارحم الرا,pos
,ن نفسي اول حاجه اشوفها في هي ,pos
,تبقي بنت كل,neg
,الا مين قالك كده دا احلى صبا,pos
,وزين نعيش فى أمان جمله قالها جبان و أستخدمها ألجب,neg
, بررد يا جماعة مين سقعا,neu
,ية و بصتوا ليها تكف,pos
,ى اخر الزمن مراقب عرص بيقولى مجبتش معاك مسطرة ليه انا بطلت اشيل شنط من اعداد,neg
,ج ل,neu
,قلت أنا عاشق ساقوني كتير ال,neg
,د مهم فى حياتك مش عارفه احنا اصحاب ولا حبايب ولا بنلعب باليه مائي بس هو حد مه,pos
,نسون صلاة الفجر تصبحون على خير جمعة مبارك,pos
,يتاج وحشتنى يا قمر انا زنيب يلدريم علشان عيونك حلوة حياتى ذاد حلاوة ,pos
,حك الدنيا ف,pos
,اض لايعني الجمال و السواد لا يعني القباحة فالكفن أبيض ومخيف والكعبة سوداء وجميلة والإنسان بأخلاقه ليس بمظهر,neu
, اغفر لي خطيئتي يوم الدين رواه مس,pos
,قذت هرة عائلة في النمسا احترق منزلها فجرا اذ ايقظتهم من النوم ما اتاح لهم الفرار من ألسنة النيران بحسب ما اعلنت الشرطة الاربع,neu
,ما و الباقي في الزبا,neg
,قر أسلوب هو تلقيح الكلام ده وبيثبت إن صاحبه شخصية ضعيفة وجبانة ميقدرش يقول اللي جواه لازم يحور ويلق,neg
,ورايد الموارد البشريه لدولة الخليج من الجسنين ذو تعليم عالى شركة الزاويدى لس,neu
,كل خير اتمناه لكم مع أحلى صباح الور,pos
,اح الورد الجور,pos
,اخذ ٱلجميع نصيبه م هذه الدنيا سعآدة أو حزن لن يفوتك شيء كتبه الله لك أو عليك فارضى بآلقدر وقل الحمد ل,neu
,ح يا شيخ ربنا يخرب بيت امك هوه الاخوان على دين جديد غير الاسلام ملعون ابوه,neg
,د لله الذي احيانا بعدما اماتنا و اليه النشور اصبحنا و اصبح الملك ل,pos
,ل سنة وانت طيب يا ح,pos
,اد الله من امثا,pos
,رة مع السلامة من ألبوم من خلال عل,neu
,قولة خلاص عشنلنا يومين و السلا,neg
,م اجعلنا نتقبل الخوازيق من اعدائنا و انصرنا على ب,neg
,يب أدب الكلام فارس القبي إيقا,neu
,ت دى و أمثالها لازم يغنوا و يملوا الكون بغناهم نغسي نعلى بقى و مصر ترجع زى زمان كلها فن و ر,pos
,فسى يبطلوا بقى انا تعبت من الن,neg
, يا صواب,neg
,م صل على سيدنا محمد نبي الهدى والرحمة لا يقطع من وصله ولا يرد أحدا سأله والرحمة تسكن قلبه اللهم إرزقنا شفاعتة يا ,pos
,فضل مشاكلي بيني و بين نفسي لحد ما اموت و هيفضل زعلي ليه لوحدي بردوا عشان محدش ناقص بس الواحد خايف قوة احتماله تخ,neg
,فضل شاعر ايمن بهجت قمر افضل فنان رنا سماحة افضل عمل غنائى غلطت من الأول نجم تفاصيل رنا سماح,neu
,ن آمنوا وتطمئن قلوبهم بذكر الله الا بذكر الله تطمئن القلو,neu
,م الله الذى لا يضر مع اسمه شئ في الارض ولا في السماء وهو السميع العل,neu
,انسي عجرم معظم بطاقات حفلها الكبير بمهرجان دبي للتسوق نفذت وعشاقها بإنتظارها على ,neu
, لما يتحاول لحب فطره زى متكون بتحب اهلك و مهما عملوا بتسامح عشان الناس دى من لحمك و دمك مفيش بعده حب يقارن او يتزايد علي,neu
,ه يسعد ك تعالي خ,pos
,بنا يقدرني ع رسم الفرحه ف وشوش ال,pos
, حلو صبح نهارنا ,pos
,,pos
,ور لليث لما كان في مصر ليث أبو جود,neu
,ل التحيه والتقدير لمن يصنعون الحي,pos
,وين اكتر حاجه الاطفال بيحبوه,pos
,يلانو وليس ميلا,neu
,ا عايز احكى قصة بس محتاج حد يكتبها معايا حد راش,neu
,و كنت فظا غليظ القلب لانفضوا من حو,neu
,حد بقي مبضون من الناس اللي حوله من كل حا,neg
,ارده ذكرى سقوط الاندلس ماتت قلوب الناس ماتت فينا النخوه بلاش ننسى فى يوم ان العرب ولاد وسخ,neg
,,neu
,قات بيعدي في يومك لحظات تبه نفسك تعملها وتعدها كل شو,neu
,ما تباعدنا ترى الود موجود ماينزعه من خافقي اي طاري في عيني اليمنى لك الشوق ممدود وفي عيني اليسرى وجود اجتبا,pos
,ن النادي خبرة شخصية محبوب قادر علي التعامل مع النجوم قادر علي صنع الاستقرار مع اسماعيل يوسف لية ميجيش حسن شح,pos
,هم إنا نسألك موجبات رحمتك وعزائم مغفرتك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من الن,neu
,رتضى منصور انسان غير مسئول بالمره مش هتلاقى نادى فى العالم رئيسه يطلع يتكلم كل شوية عن الفرقع بتاعته مهما ح,neg
,ابا بلغيه سلامي وتحياتي دي صوره تمكين للشباب ودلعهم اخر حاجه ربنا يخليكم للبعض سم,pos
,ميين يا رب وعليك كمان وتتوفق دايما متشكرة قو,pos
,ول ما الايام تغدر بيك كل الناس تسي,neg
,ا باقيت الشخص اللي من سنة كنت بخاف اتعامل مع,neg
,سطين ادينالهم مساعدات ضربونا المغرب اهانهم و اعتذرنا المغرب اهانتنا ومحدش سامعانها السياسه الجديده خليك كبير و سامح الصغيرغل,neg
,امة الليدرز واا,pos
,يدك ملهمي وملتهمي رجلا حيناوحينا قلم,neu
, تعلم ان كلمة نفسي اشوفك لها تأثير سحري لا يقاو,pos
,لتيني اقول خلاص مفيش ا,neg
,م آمين وأسعد الله مسائكم بكل خي,pos
,تياق صهيل أحصنة برية لا يفرق بين القاتل و القتيل وداد نبي ظهيرة حب ظهيرة ح,neu
,ملت كده من أسبوعين والإعلانات رجعت تاني واضح إنكم بتتعاملوا معانا كإن مفيش غيركم مع إن خدماتكم بقت ردي,neg
,ات كائنات خطيرة فشخ يا جماعة ممكن تحطك في خانة الفريندزون وخانة البرازر زون وخانة الكوبري زون عشان توصل لحاجة تانية ودي خانة وسخة ف,neg
,معة مباركة على جميع يا ر,pos
,ن لملوم وبقي معفن جالنا نضف ومثل منتخب بلده بس اتاريه بيحب الوساخ,neg
,حشتيناا يا شيروو وما شاء الله كنتي منورة امبارح سلطا,pos
,رب متحوجنيش لحد غير,pos
,فتي الاحتفال بالمولد النبوي بدعة و و فرق ضال,neu
,ساء الفل يا توتا وانتي طيبة حبيبتي شيرين يح,pos
,ة بقت مايعة و البنات بقت مسترج,neg
,نا مش بكرههم كراهية بمعني الكره لانه ما في بينا شي شخصي بس بكره كل وحدة بتعتمد على جسمها وبتقول انا مغنية وفهمك كفا,neg
,ا كل غايب عن عنيا هقول بعيدوفي ناس ناسيهم قلبي وهما قصادعنيا وناس مجرد ما أفتكرها بكون سع,neu
,مين يارب انا وانتى ياقلبى ويارب يسعدك انتى وكل لى بتحبيهم وكل سنة وانتى طيبة بكره مولد الرس,pos
,بيبتى تسلمى امين ,pos
,خ اشي برفع الضغط قال انا قضيت ع ابوي ب السي دي اغاني وطن,neg
,فيديو نوال الزغبي أطلقت كليب أغنيتها الهيت ولا بحب,neu
,ى على تيليفونها مردش عليها كانت دموعه منعاه عشان اتأكد انهم بيخسروا بعض بس مفيش حاجة فى ايده يع,neg
,ي نفرح سو,pos
,ك لن تبلغ من الدين شيئا حتى توقر جميع الخلائق ولا تحتقر احدا فإن الله حين خلقه لم يحتقره محى الدين بن عر,neu
,رسىايهه بالضبط اللى لسه بتتكلم عنههى من امتى كانت مصرعزبة ابوكموأعتذر للخروج عن شعور,neg
,اة تكون جميلة عندما تكون هناك قلوب تخاف على غيرها كما تخاف على نفسه,pos
, لع,neu
,له كلهم وجوه لعمله واحده هو الفساد الدين والسياس,neg
,س بقت غريبة أكتر من ما كان وائل جسار متخي,neu
,يش أحلى من الشخص اللي بيحس بزعلك حتى وانت بتضح,pos
,سا الفل و الياسمين حبي,pos
,بال,neg
,رلين مونرو حلوة فشخ ليه كد,pos
,ستغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إل,pos
,ام سقوط الخلافة الإسلامية فى ايبيريا بسقوط غرناطة واستسلام ملكها أبو عبد الله محمد الثاني ع,neg
,ه الجو د,pos
, متعرفش ان انا ال بتربي ولا ايه يعني هما يزعلوكو ويضايقوكوا وكلو يطلع على دماغى,neg
, تكن السبب لوجع قلب ا,neu
, الكاميرا لجديدة عشان اصورلكم التلج,pos
,ب انا بتكلم عن المغرب يرد عليا خرفان و نعاج لييهه,neg
,لمتصلة بأسلوب و ,neu
,نا لله وانا اليه را,neg
,صور حضور كبير لعشاق ماجد المهندس في حفل ليلة رأس السنة في دب,neu
,بنا لك الشكر على ما أنعمت به علينا وأوليت نستغفرك يا ربنا من جميع الذنوب والخطايا ونتوب ال,pos
,رول سماحة ترقص بين الجمهور حفلة راس السنة شغلة مميز,neu
,رب السعودية يتحدى نفسه قبل المنافسين في النهائيات الآسيوي,neu
,رارد يرحل عن ليفربول في نهاية الموس,neu
,بعوا محبوب العرب على حساباته التالي,neu
,امت علي سرير متهالك كأركان قلبها المتهالك و اخذت تذكر ابتسامة ثغره ففست سحابات الشوق و الألم وتردد هامسه کم اشتقتک أیها البعی,neg
,لما كان تحقيق ذلك عسيرا بالطرق الأخلاقيةذلك أن تطهير أسبانيامن الكفر طريقته الأخلاقيةهي القضاءعلى الإسلام برد المسلمين عن د,neg
, لحظة و كل عام و أنتم بخير ونعمة من الله دأحمدأبوالنو,pos
, كل واحد جمب مني عزيز عليا ولا كل غايب عن عنايا هقول بعيد في ناس ناسيهم قلبي وهما قصاد عنيا وناس مجرد افتكرها بكون سعي,neu
,ا الجو حلو النهارده وخاصه ع السطوح فى شمس حلوه ب,pos
,ي اشرحلي صدري ويسرلي امري واحلو العقده من لساني يفقهو قول,pos
,كن اتغير علي انسان بنسبة لمجرد انه ابن وسخة بينسي الجميل والجدعنة اللي كانت بتتعمل معا,neg
,ونهم كبطون البغا,neg
,لم كله بيلعب كوره و انجلترا فيها كوره تا,pos
,صور والفيديو سابين جمال أكثر من رائع وصوت أبهر الحضور ليلة رأس السنة في أبوظب,neu
,وم ما تحميها من الناس هتبقي انت كل حياته,pos
,ين بتنسي اللي ميتنس,neu
,اء النصر لكل الفلسطينين مساء الهزيمة لكل الاسرائ,pos
, في اجماع رهيب علي ان نظارتي حلو,pos
, يقول لبيصى يحط لسانه جوه بقه ويقعد ف البلد م يسافرش مش كفايه خاربها جوه هيخربها بره كمان سيبوا الجزاير ف ح,neg
